segment_id,length_km,route_code,is_kkh_proxy,road_type,road_rank,domain,sample_n,mean_fused_probability,max_fused_probability,mean_fused_transfer_confidence,mean_reliability_weighted_probability,mean_final_reliability_aware_score,mean_field_verification_priority,reliable_high_share,reliable_very_high_share,uncertain_high_share,fused_aoa_share,mean_model_disagreement_std,outside_aoa_share,reliability_aware_road_priority_score,field_verification_road_priority_score,hotspot_rank
1692,10.000000000000023,314,True,Highway,1,"Kashgar (Xinjiang, China)",11,0.98867553,0.9938898,0.24585944,0.24340276,0.23197295,0.7677112,0.09090909090909091,0.09090909090909091,0.6363636363636364,1.0,0.030221557,0.0,0.27742749317125837,0.9268021312626925,1
1688,9.999999999999982,314,True,Highway,1,"Kashgar (Xinjiang, China)",10,0.9663774,0.98928934,0.31356466,0.3050002,0.2131964,0.7791959,0.0,0.4,0.8,1.0,0.19555071,0.0,0.27319639682769775,0.9791959047317504,2
1700,10.000000000000043,314,True,Highway,1,"Kashgar (Xinjiang, China)",11,0.9854414,0.9933967,0.16519915,0.16397439,0.16009718,0.8366426,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.040508535,0.2727272727272727,0.20555172725157303,1.045733532038602,3
1701,9.999999999999991,314,True,Highway,1,"Kashgar (Xinjiang, China)",10,0.8810829,0.9934774,0.1415804,0.1395411,0.12787256,0.81574595,0.1,0.1,0.9,0.6,0.10016264,0.4,0.17787255644798278,1.0807459497451783,4
1691,10.00000000000002,314,True,Highway,1,"Kashgar (Xinjiang, China)",11,0.97421175,0.98581946,0.20697388,0.20167631,0.15124255,0.8590433,0.0,0.0,0.8181818181818182,0.9090909090909091,0.1267169,0.09090909090909094,0.15124255418777466,1.0726796637881886,5
1613,10.000000000000027,N35,True,Highway,1,Gilgit-Baltistan,11,0.9936825,0.9945911,0.14575276,0.14488536,0.14242485,0.8546763,0.0,0.0,1.0,1.0,0.007918435,0.0,0.14242485165596008,1.1046763062477112,6
1591,10.000000000000009,N35,True,Highway,1,KP-AJK,11,0.9925678,0.99416775,0.087183766,0.08663472,0.08504043,0.91324294,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.5454545454545454,0.0099195205,0.4545454545454546,0.13049497319893402,1.185970208861611,7
665,9.99999999999999,N50,False,Highway,1,KP-AJK,10,0.90668833,0.9898039,0.112874545,0.11132984,0.10662699,0.8351995,0.0,0.1,0.8,0.4,0.05510078,0.6,0.12162698745727539,1.0951994752883911,8
268,10.000000000000064,M8,False,Highway,1,Balochistan,11,0.8681393,0.99251753,0.080855064,0.07789518,0.07402826,0.88782984,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.45454545454545453,0.20855202,0.5454545454545454,0.1194828064604239,1.1696480220014398,9
1600,10.00000000000001,N35,True,Highway,1,Gilgit-Baltistan,11,0.99255127,0.994943,0.11976368,0.119071156,0.11683956,0.8813463,0.0,0.0,1.0,0.7272727272727273,0.011408884,0.2727272727272727,0.11683955788612366,1.1586190126158975,10
1693,9.999999999999915,314,True,Highway,1,"Kashgar (Xinjiang, China)",10,0.98185253,0.98879564,0.12947237,0.12732363,0.11608825,0.8864433,0.0,0.0,1.0,0.9,0.051537536,0.09999999999999998,0.11608824878931046,1.146443316936493,11
291,9.999999999999917,N85,False,Major road,2,Balochistan,10,0.5290458,0.80839556,0.33000952,0.18850565,0.054313175,0.57331246,0.0,0.4,1.0,0.9,0.31351408,0.09999999999999998,0.11431317538022995,0.8333124613761902,12
505,10.000000000000092,N65,False,Highway,1,Balochistan,11,0.9844713,0.9916536,0.12887134,0.12725967,0.1134015,0.8857866,0.0,0.0,0.8181818181818182,0.6363636363636364,0.0835334,0.36363636363636365,0.11340150237083435,1.1266956838694486,13
276,10.000000000000044,N85,False,Major road,2,Balochistan,11,0.84366,0.9858909,0.23280238,0.19542709,0.105593994,0.81815916,0.0,0.0,1.0,1.0,0.22886871,0.0,0.10559399425983429,1.0681591629981995,14
271,10.000000000000075,N85,False,Major road,2,Balochistan,11,0.9781855,0.9860308,0.1354423,0.13235617,0.10183816,0.9163198,0.0,0.0,1.0,0.9090909090909091,0.095964454,0.09090909090909094,0.10183815658092499,1.1754106965931979,15
295,10.000000000000068,N85,False,Major road,2,Balochistan,11,0.6088628,0.8090345,0.3763955,0.22908169,0.046191834,0.6570855,0.0,0.36363636363636365,1.0,1.0,0.373493,0.0,0.1007372884587808,0.9070854783058167,16
298,9.999999999999897,N85,False,Major road,2,Balochistan,10,0.4060451,0.82492346,0.4442994,0.17830507,0.055007417,0.4616673,0.0,0.3,1.0,1.0,0.31506968,0.0,0.10000741675496101,0.7116672992706299,17
170,10.000000000000032,N25,False,Highway,1,Balochistan,11,0.95119,0.99113417,0.18741693,0.18235599,0.08419912,0.93198127,0.0,0.09090909090909091,1.0,0.9090909090909091,0.31045076,0.09090909090909094,0.09783548672090878,1.1910721746358004,18
1686,10.000000000000025,314,True,Highway,1,"Kashgar (Xinjiang, China)",11,0.96510273,0.9797598,0.19163495,0.18502945,0.09672804,0.9309565,0.0,0.0,0.9090909090909091,1.0,0.240593,0.0,0.09672804176807404,1.1582292101599954,19
282,10.00000000000005,N85,False,Major road,2,Balochistan,11,0.88664645,0.99198556,0.2043611,0.18254508,0.09090838,0.8861134,0.0,0.0,0.9090909090909091,1.0,0.25266975,0.0,0.09090837836265564,1.1133861325003884,20
471,9.999999999999881,N40,False,Highway,1,Balochistan,10,0.542924,0.7592631,0.30621907,0.15436313,0.073209725,0.5714033,0.0,0.1,1.0,1.0,0.24626508,0.0,0.0882097253203392,0.8214033246040344,21
289,9.999999999999975,N85,False,Major road,2,Balochistan,10,0.6757759,0.9179462,0.30476123,0.17810169,0.042365428,0.7286307,0.0,0.3,1.0,1.0,0.36225325,0.0,0.0873654280602932,0.9786307215690613,22
275,9.99999999999995,N85,False,Major road,2,Balochistan,10,0.78479874,0.9894956,0.27474713,0.21147957,0.08600244,0.78510964,0.0,0.0,1.0,1.0,0.2852543,0.0,0.08600243926048279,1.0351096391677856,23
274,9.999999999999954,N85,False,Major road,2,Balochistan,10,0.6635944,0.98084635,0.25465927,0.16710009,0.085749775,0.6807586,0.0,0.0,1.0,1.0,0.24818003,0.0,0.08574977517127991,0.9307585954666138,24
1696,9.999999999999922,314,True,Highway,1,"Kashgar (Xinjiang, China)",10,0.99274284,0.9942025,0.08753146,0.08693708,0.084683776,0.9149289,0.0,0.0,0.9,0.6,0.019279463,0.4,0.08468377590179443,1.1799289131164552,25
499,10.00000000000003,N65,False,Highway,1,Balochistan,11,0.92642516,0.9919119,0.10757325,0.10589693,0.08293155,0.8939329,0.0,0.0,0.9090909090909091,0.8181818181818182,0.10742769,0.18181818181818177,0.08293154835700989,1.1393874244256452,26
498,10.000000000000004,N65,False,Highway,1,Balochistan,11,0.9873404,0.9939441,0.088373475,0.087316774,0.07952908,0.9233648,0.0,0.0,1.0,0.6363636363636364,0.040177595,0.36363636363636365,0.07952907681465149,1.2097284544597973,27
1628,9.999999999999972,N35,True,Highway,1,Gilgit-Baltistan,10,0.99172485,0.99406064,0.081672326,0.08109005,0.079447255,0.91793567,0.0,0.0,1.0,0.7,0.009833321,0.30000000000000004,0.07944725453853607,1.1979356694221497,28
497,10.000000000000016,N65,False,Highway,1,Balochistan,11,0.7901236,0.99001807,0.08579615,0.08441679,0.07885322,0.78575253,0.0,0.0,0.9090909090909091,0.45454545454545453,0.16094768,0.5454545454545454,0.07885321974754333,1.0675707166845148,29
304,9.999999999999975,N85,False,Major road,2,Balochistan,10,0.539503,0.94243056,0.29482156,0.14952114,0.06342007,0.5667015,0.0,0.1,0.9,1.0,0.2778662,0.0,0.07842007219791412,0.7917014718055725,30
